사번,이름,성별,나이,근속기간,입사년도,직급,팀구분,퇴직구분,초과근무,성과점수,미사용.휴가일수,연봉,사번_masked
391,Employee_1257,여,32,17,2012,인턴,개발,Yes,147,66,8,22487848,EID-****
2554,Employee_1258,여,33,14,2011,주임,법무,No,30,73,6,91246633,EID-****-554
22,Employee_1259,여,51,34,2011,차장,인사,No,196,73,1,136697559,EID-****
3074,Employee_1260,남,41,31,2014,차장,총무,No,58,51,9,133273404,EID-****-074
2428,Employee_1261,남,46,36,2015,전무,기획,No,74,55,7,163292328,EID-****-428
2484,Employee_1262,남,38,18,2010,사원,마켓팅,No,214,32,25,68789202,EID-****-484
3459,Employee_1263,여,37,21,2015,인턴,재무,No,13,41,7,25431772,EID-****-459
4831,Employee_1264,여,42,27,2012,사원,개발,No,184,23,10,60350696,EID-****-831
5305,Employee_1265,여,31,14,2010,대리,영업,No,2,49,5,101546563,EID-****-305
409,Employee_1266,남,32,21,2011,사원,영업,No,204,47,11,64620591,EID-****
3940,Employee_1267,남,38,16,2010,사원,법무,No,214,35,13,69186702,EID-****-940
4696,Employee_1268,남,29,7,2014,대리,인사,No,19,37,13,97465139,EID-****-696
2392,Employee_1269,남,43,24,2013,과장,총무,No,99,47,1,127468126,EID-****-392
3577,Employee_1270,남,38,21,2015,사원,영업,No,197,33,24,64574202,EID-****-577
742,Employee_1271,남,47,31,2011,대리,기획,No,188,52,3,108608265,EID-****
2696,Employee_1272,여,37,22,2013,사원,마켓팅,Yes,172,50,12,42431772,EID-****-696
4085,Employee_1273,여,35,15,2015,인턴,재무,No,140,68,2,37574202,EID-****-085
2582,Employee_1274,남,42,20,2013,사원,개발,No,153,74,15,41314341,EID-****-582
419,Employee_1275,여,47,33,2014,주임,법무,Yes,172,67,0,90719620,EID-****
989,Employee_1276,남,45,27,2015,사원,영업,No,195,32,13,59575696,EID-****
4298,Employee_1277,남,35,16,2010,과장,인사,No,96,56,5,125125348,EID-****-298
5376,Employee_1278,남,45,37,2014,대리,총무,No,32,26,23,110713544,EID-****-376
4776,Employee_1279,남,50,32,2012,사원,기획,No,153,38,24,55319620,EID-****-776
2942,Employee_1280,남,36,17,2016,사원,영업,No,146,25,28,73716633,EID-****-942
1008,Employee_1281,남,32,13,2013,주임,마켓팅,No,8,27,27,86126494,EID-****-008
462,Employee_1282,여,32,20,2011,사원,재무,No,120,50,5,69367848,EID-****
501,Employee_1283,여,32,14,2011,대리,개발,No,317,69,2,109750348,EID-****
1312,Employee_1284,남,34,13,2011,대리,법무,No,157,40,13,100089063,EID-****-312
3536,Employee_1285,남,40,19,2013,사원,인사,No,34,37,16,72031772,EID-****-536
4691,Employee_1286,남,29,21,2014,과장,총무,No,54,55,4,127415487,EID-****-691
5388,Employee_1287,남,44,26,2016,인턴,기획,No,222,45,22,30146911,EID-****-388
4996,Employee_1288,여,41,24,2013,주임,영업,No,41,73,7,96909411,EID-****-996
3660,Employee_1289,남,44,27,2015,사원,마켓팅,No,218,35,9,58146911,EID-****-660
5681,Employee_1290,남,35,17,2011,인턴,재무,No,239,56,21,30247848,EID-****-681
1726,Employee_1291,여,45,28,2016,주임,개발,No,38,52,10,88862050,EID-****-726
4728,Employee_1292,남,28,11,2014,인턴,영업,No,357,28,13,10698854,EID-****-728
1003,Employee_1293,남,37,30,2011,대리,법무,No,351,42,17,97477015,EID-****-003
2796,Employee_1294,남,52,34,2016,사원,영업,No,167,41,24,41577189,EID-****-796
1944,Employee_1295,남,41,35,2011,대리,영업,No,206,64,21,103873404,EID-****-944
178,Employee_1296,남,42,21,2011,주임,인사,No,45,27,15,87569341,EID-****
3799,Employee_1297,남,40,22,2015,사원,총무,No,190,55,10,73556772,EID-****-799
2358,Employee_1298,남,42,23,2012,대리,기획,No,231,46,17,98489341,EID-****-358
2230,Employee_1299,남,43,22,2012,주임,마켓팅,No,19,48,4,95236876,EID-****-230
162,Employee_1300,여,29,26,2013,대리,재무,No,87,41,9,108789341,EID-****
5225,Employee_1301,남,39,29,2010,대리,영업,No,156,42,5,102765835,EID-****-225
337,Employee_1302,남,35,20,2010,대리,개발,No,48,42,11,104587848,EID-****
4235,Employee_1303,남,36,19,2010,사원,법무,No,378,48,23,51529133,EID-****-235
401,Employee_1304,남,31,16,2011,사원,인사,No,273,36,9,55742709,EID-****
4284,Employee_1305,남,36,17,2010,사원,총무,No,27,55,14,72041633,EID-****-284
40,Employee_1306,남,34,13,2011,과장,기획,No,191,47,11,120249956,EID-****
2595,Employee_1307,남,41,22,2013,인턴,마켓팅,No,303,38,18,39035557,EID-****-595
1710,Employee_1308,남,45,22,2011,사원,재무,No,153,44,16,51525696,EID-****-710
3143,Employee_1309,남,39,23,2014,과장,개발,No,49,35,0,118127987,EID-****-143
5440,Employee_1310,남,30,8,2013,주임,법무,No,35,59,4,87968924,EID-****-440
3137,Employee_1311,남,38,20,2014,사원,인사,No,8,28,13,61699202,EID-****-137
2870,Employee_1312,남,39,20,2014,인턴,총무,No,153,57,17,30127987,EID-****-870
2969,Employee_1313,여,35,21,2013,사원,기획,No,35,84,3,57774202,EID-****-969
5545,Employee_1314,여,33,12,2013,대리,마켓팅,No,19,44,13,100391633,EID-****-545
1621,Employee_1315,남,41,21,2011,사원,재무,No,265,44,6,70398057,EID-****-621
3334,Employee_1316,여,39,24,2014,주임,개발,No,50,48,3,89889341,EID-****-334
5093,Employee_1317,여,29,16,2013,사원,법무,No,48,47,11,54051494,EID-****-093
3589,Employee_1318,여,37,20,2013,사원,영업,No,304,46,8,65781772,EID-****-589
2763,Employee_1319,남,43,22,2015,사원,인사,No,206,41,25,56793126,EID-****-763
4157,Employee_1320,남,28,10,2016,사원,총무,No,33,16,12,62286354,EID-****-157
3630,Employee_1321,남,36,14,2015,인턴,기획,No,13,37,10,31716633,EID-****-630
353,Employee_1322,남,35,13,2011,과장,마켓팅,No,207,45,9,121817848,EID-****
2380,Employee_1323,남,45,28,2012,대리,재무,No,28,65,15,113175696,EID-****-380
4673,Employee_1324,여,30,15,2013,사원,개발,No,148,51,12,40130278,EID-****-673
3634,Employee_1325,남,33,17,2012,대리,법무,No,45,51,4,112442778,EID-****-634
1959,Employee_1326,남,44,23,2011,대리,영업,No,153,35,15,104721911,EID-****-959
1965,Employee_1327,남,42,22,2011,차장,인사,No,97,54,23,132239341,EID-****-965
3947,Employee_1328,남,32,20,2013,대리,총무,No,289,42,5,104701494,EID-****-947
1484,Employee_1329,남,50,27,2014,주임,기획,Yes,368,42,23,93719620,EID-****-484
3348,Employee_1330,여,36,32,2014,주임,마켓팅,Yes,447,53,9,78415835,EID-****-348
5570,Employee_1331,남,35,15,2016,사원,재무,No,191,30,28,72287848,EID-****-570
5464,Employee_1332,남,31,13,2014,사원,개발,No,8,66,1,47872709,EID-****-464
2706,Employee_1333,남,39,19,2013,주임,법무,No,188,39,20,81765487,EID-****-706
392,Employee_1334,여,30,12,2011,사원,인사,No,171,38,12,46405278,EID-****
1935,Employee_1335,남,43,24,2011,대리,총무,No,99,48,8,102893126,EID-****-935
2283,Employee_1336,남,45,24,2012,사원,기획,Yes,427,44,9,69850696,EID-****-283
1194,Employee_1337,여,25,9,2016,인턴,마켓팅,No,370,36,13,20286354,EID-****-194
1262,Employee_1338,여,32,15,2010,사원,재무,Yes,321,56,6,43037848,EID-****-262
176,Employee_1339,남,29,9,2014,사원,개발,Yes,207,46,9,40715139,EID-****
2290,Employee_1340,남,43,23,2011,주임,영업,No,8,60,8,78743126,EID-****-290
1588,Employee_1341,남,44,30,2011,사원,법무,No,434,83,6,74684411,EID-****-588
2121,Employee_1342,남,43,25,2011,차장,인사,No,38,49,11,133743126,EID-****-121
214,Employee_1343,남,26,4,2016,인턴,총무,No,186,42,6,29428785,EID-****
5451,Employee_1344,여,39,19,2015,주임,기획,No,32,82,4,83289341,EID-****-451
3921,Employee_1345,남,38,19,2015,인턴,마켓팅,No,78,47,18,34574202,EID-****-921
173,Employee_1346,여,32,15,2014,사원,개발,No,53,32,11,41587848,EID-****
5275,Employee_1347,남,37,16,2015,주임,재무,No,20,34,9,96645417,EID-****-275
492,Employee_1348,남,40,19,2011,사원,개발,No,153,50,5,68631772,EID-****
2895,Employee_1349,남,39,21,2014,주임,영업,No,26,25,5,83127987,EID-****-895
2681,Employee_1350,남,39,31,2013,주임,영업,No,212,42,20,93415835,EID-****-681
856,Employee_1351,여,50,32,2015,사원,영업,No,33,67,10,69005974,EID-****
1716,Employee_1352,남,44,24,2011,대리,법무,No,156,48,17,105246911,EID-****-716
102,Employee_1353,남,37,15,2016,인턴,인사,No,205,42,14,20145417,EID-****
1434,Employee_1354,남,31,11,2012,사원,총무,No,80,65,23,63472709,EID-****-434
1610,Employee_1355,남,41,33,2011,차장,기획,No,225,45,1,132323404,EID-****-610
4041,Employee_1356,남,38,19,2015,대리,마켓팅,No,48,51,19,109574202,EID-****-041
2903,Employee_1357,남,39,19,2014,주임,재무,No,101,50,14,95127987,EID-****-903
3444,Employee_1358,남,35,15,2010,주임,개발,Yes,335,67,19,82287848,EID-****-444
2721,Employee_1359,남,43,35,2013,대리,법무,No,13,31,10,109993474,EID-****-721
1675,Employee_1360,여,41,24,2011,주임,영업,No,215,56,11,82684411,EID-****-675
4443,Employee_1361,남,33,15,2012,사원,영업,No,120,44,18,51442778,EID-****-443
1470,Employee_1362,남,32,12,2012,사원,인사,No,335,90,13,64463994,EID-****-470
1858,Employee_1363,남,38,15,2012,주임,총무,Yes,401,48,12,76774202,EID-****-858
3159,Employee_1364,남,40,23,2014,사원,기획,No,40,53,21,66556772,EID-****-159
2270,Employee_1365,남,44,38,2012,이사,마켓팅,No,35,52,19,143953509,EID-****-270
955,Employee_1366,남,48,29,2014,과장,영업,No,56,33,13,117987050,EID-****
140,Employee_1367,남,43,25,2011,사원,재무,Yes,188,52,23,70993126,EID-****
2110,Employee_1368,남,42,21,2011,대리,개발,No,249,79,13,111114341,EID-****-110
3612,Employee_1369,남,42,22,2015,사원,법무,No,156,31,13,56414341,EID-****-612
2086,Employee_1370,남,42,25,2011,사원,영업,No,325,36,10,71489341,EID-****-086
5675,Employee_1371,남,28,11,2016,사원,인사,No,48,43,13,62286354,EID-****-675
4195,Employee_1372,남,50,38,2016,사원,총무,No,192,31,15,71007468,EID-****-195
4219,Employee_1373,남,49,33,2013,과장,영업,Yes,238,56,0,122290835,EID-****-219
2560,Employee_1374,남,40,22,2013,사원,기획,No,225,32,15,62556772,EID-****-560
1448,Employee_1375,남,39,22,2011,주임,마켓팅,No,116,43,19,92352987,EID-****-448
2446,Employee_1376,여,37,22,2013,대리,영업,No,146,58,0,110556772,EID-****-446
4083,Employee_1377,남,37,24,2015,사원,재무,No,51,44,12,58145417,EID-****-083
916,Employee_1378,남,44,25,2012,주임,개발,No,309,46,20,80921911,EID-****
5353,Employee_1379,남,33,20,2015,사원,법무,No,188,51,10,74718126,EID-****-353
1268,Employee_1380,남,34,14,2010,사원,인사,Yes,370,48,9,68459063,EID-****-268
226,Employee_1381,남,32,23,2010,대리,총무,No,169,36,12,108626841,EID-****
1966,Employee_1382,남,52,42,2011,전무,기획,No,223,53,1,168615037,EID-****-966
124,Employee_1383,남,32,15,2012,주임,마켓팅,No,160,67,16,88351494,EID-****
5656,Employee_1384,남,43,23,2011,사원,영업,No,289,41,8,73630626,EID-****-656
4155,Employee_1385,남,39,28,2016,주임,재무,No,188,22,13,95290835,EID-****-155
3170,Employee_1386,남,38,26,2014,사원,개발,No,169,24,12,60987050,EID-****-170
5473,Employee_1387,여,29,11,2014,인턴,영업,No,80,81,0,34401494,EID-****-473
4994,Employee_1388,남,36,18,2010,사원,법무,No,221,57,6,65916633,EID-****-994
836,Employee_1389,여,28,9,2012,사원,영업,No,167,46,0,60722709,EID-****
4118,Employee_1390,여,35,17,2016,사원,인사,No,76,61,9,74574202,EID-****-118
3040,Employee_1391,남,41,23,2014,주임,총무,No,227,67,7,87985557,EID-****-040
2018,Employee_1392,남,45,26,2011,대리,기획,No,405,72,6,106413196,EID-****-018
2179,Employee_1393,남,42,23,2011,사원,마켓팅,No,117,57,12,56114341,EID-****-179
1713,Employee_1394,남,44,26,2013,사원,재무,No,182,18,14,53271911,EID-****-713
4368,Employee_1395,남,33,16,2011,사원,개발,No,8,44,15,60930278,EID-****-368
3455,Employee_1396,남,39,21,2015,주임,법무,No,68,43,7,91002987,EID-****-455
3819,Employee_1397,남,44,22,2014,주임,인사,No,75,22,21,77271911,EID-****-819
4943,Employee_1398,남,28,9,2015,사원,총무,No,237,41,13,57311354,EID-****-943
1271,Employee_1399,남,34,14,2010,사원,기획,No,155,42,11,63109063,EID-****-271
2868,Employee_1400,남,39,23,2012,주임,영업,No,184,41,1,94690487,EID-****-868
1786,Employee_1401,남,40,21,2011,대리,마켓팅,No,86,75,8,99031772,EID-****-786
3872,Employee_1402,남,44,24,2015,과장,영업,No,127,32,9,119271911,EID-****-872
1538,Employee_1403,남,43,24,2011,사원,재무,No,134,75,5,57618126,EID-****-538
2734,Employee_1404,남,39,22,2013,사원,영업,No,153,45,13,61127987,EID-****-734
98,Employee_1405,남,31,8,2012,사원,영업,No,28,45,21,72222709,EID-****
222,Employee_1406,남,34,18,2010,사원,개발,No,216,74,9,73234063,EID-****
2356,Employee_1407,여,40,19,2012,사원,법무,No,228,38,13,72893126,EID-****-356
476,Employee_1408,남,33,13,2011,사원,개발,No,175,42,7,73750278,EID-****
1895,Employee_1409,남,34,16,2011,주임,인사,No,224,49,9,80096563,EID-****-895
4481,Employee_1410,남,31,12,2012,주임,총무,No,25,34,0,90510209,EID-****-481
4966,Employee_1411,남,36,14,2015,사원,기획,No,76,35,7,56716633,EID-****-966
1931,Employee_1412,남,40,31,2011,상무,마켓팅,No,13,34,24,155894620,EID-****-931
2978,Employee_1413,여,36,33,2014,차장,재무,No,5,81,6,135415835,EID-****-978
2360,Employee_1414,여,43,27,2014,주임,개발,No,37,47,10,97404481,EID-****-360
3774,Employee_1415,남,37,14,2015,사원,개발,No,237,31,21,68145417,EID-****-774
4746,Employee_1416,남,28,7,2015,사원,법무,No,52,40,8,72286354,EID-****-746
4803,Employee_1417,남,39,20,2011,대리,영업,No,153,47,21,97615487,EID-****-803
3239,Employee_1418,남,39,19,2014,사원,인사,No,209,68,6,70127987,EID-****-239
148,Employee_1419,남,32,14,2015,주임,총무,No,101,38,14,81001494,EID-****
3747,Employee_1420,남,37,16,2015,인턴,영업,No,213,29,12,23145417,EID-****-747
4869,Employee_1421,남,38,22,2011,사원,기획,No,266,62,11,65549202,EID-****-869
1432,Employee_1422,남,45,26,2013,사원,영업,No,250,38,15,45338196,EID-****-432
1622,Employee_1423,남,43,25,2011,사원,마켓팅,No,258,48,20,73349376,EID-****-622
964,Employee_1424,남,31,12,2012,주임,재무,No,238,59,7,94028959,EID-****
1717,Employee_1425,남,42,23,2011,대리,개발,No,61,37,13,101808091,EID-****-717
5267,Employee_1426,남,31,9,2012,사원,법무,No,153,41,14,72735209,EID-****-267
1248,Employee_1427,여,33,17,2010,주임,인사,No,5,47,6,83966633,EID-****-248
1027,Employee_1428,남,27,10,2015,인턴,총무,No,234,34,16,33857570,EID-****-027
2241,Employee_1429,여,39,22,2012,사원,기획,Yes,338,51,10,49289341,EID-****-241
5591,Employee_1430,남,31,11,2015,사원,마켓팅,No,246,36,22,54572709,EID-****-591
2456,Employee_1431,남,46,28,2014,사원,재무,No,193,47,15,43129481,EID-****-456
578,Employee_1432,여,50,47,2014,대리,개발,No,5,46,10,113418822,EID-****
4551,Employee_1433,남,32,13,2012,대리,법무,No,106,56,7,114501494,EID-****-551
3048,Employee_1434,여,37,21,2013,대리,인사,No,19,45,11,106106772,EID-****-048
2764,Employee_1435,남,36,16,2010,주임,총무,No,214,35,9,96666633,EID-****-764
5437,Employee_1436,남,33,25,2011,사원,기획,No,315,42,15,66533126,EID-****-437
405,Employee_1437,남,34,14,2011,대리,마켓팅,No,293,60,7,114659063,EID-****
963,Employee_1438,남,31,23,2012,주임,재무,No,60,39,14,95885557,EID-****
118,Employee_1439,여,34,17,2012,주임,개발,No,10,44,11,83045417,EID-****
769,Employee_1440,여,33,13,2012,사원,법무,No,195,53,9,62654133,EID-****
1175,Employee_1441,남,28,7,2016,사원,인사,No,150,43,10,42286354,EID-****-175
3095,Employee_1442,여,38,18,2015,주임,총무,No,1,48,9,81860557,EID-****-095
4665,Employee_1443,남,36,17,2015,차장,개발,No,71,34,10,131716633,EID-****-665
4529,Employee_1444,남,50,28,2015,주임,기획,No,228,41,25,81719620,EID-****-529
1607,Employee_1445,남,33,13,2015,사원,마켓팅,No,94,46,22,57430278,EID-****-607
5024,Employee_1446,여,28,11,2012,사원,재무,No,153,35,9,40622709,EID-****-024
2851,Employee_1447,남,39,23,2014,사원,개발,No,82,36,20,66402987,EID-****-851
4721,Employee_1448,남,30,11,2014,주임,개발,No,81,76,8,79268924,EID-****-721
3219,Employee_1449,남,41,21,2014,사원,법무,No,200,52,9,57985557,EID-****-219
452,Employee_1450,남,31,15,2011,사원,인사,No,232,40,12,76335209,EID-****
4505,Employee_1451,여,28,11,2012,사원,개발,No,25,53,9,59578959,EID-****-505
2649,Employee_1452,여,35,31,2016,대리,총무,No,36,35,4,106862050,EID-****-649
3335,Employee_1453,남,46,37,2014,대리,영업,No,308,34,10,103417328,EID-****-335
493,Employee_1454,남,34,14,2011,주임,기획,No,154,35,0,90629063,EID-****
3111,Employee_1455,여,40,23,2014,인턴,마켓팅,No,51,40,14,33843126,EID-****-111
5301,Employee_1456,남,49,34,2011,과장,재무,No,175,36,16,126828335,EID-****-301
5383,Employee_1457,남,34,16,2010,주임,개발,No,178,40,12,84199063,EID-****-383
756,Employee_1458,남,37,21,2016,인턴,법무,No,161,30,23,20145417,EID-****
2016,Employee_1459,여,40,23,2011,사원,인사,No,45,58,7,76255626,EID-****-016
1369,Employee_1460,여,36,15,2012,사원,총무,No,120,45,10,51902987,EID-****-369
678,Employee_1461,여,45,30,2015,사원,기획,No,195,32,5,51862050,EID-****
1866,Employee_1462,남,38,20,2013,사원,마켓팅,No,186,63,11,66624202,EID-****-866
3649,Employee_1463,여,35,18,2015,사원,재무,No,190,39,12,57574202,EID-****-649
806,Employee_1464,남,30,18,2012,과장,개발,Yes,242,47,28,120831772,EID-****
1113,Employee_1465,여,33,18,2011,사원,법무,No,108,46,6,76576633,EID-****-113
4817,Employee_1466,여,31,13,2011,사원,인사,Yes,374,52,13,58859063,EID-****-817
2245,Employee_1467,남,48,32,2012,주임,총무,No,283,56,11,92462050,EID-****-245
5124,Employee_1468,남,31,12,2014,주임,기획,No,141,53,16,85272709,EID-****-124
2931,Employee_1469,남,48,30,2014,과장,마켓팅,Yes,233,68,14,118862050,EID-****-931
1849,Employee_1470,남,40,21,2013,사원,재무,Yes,298,53,0,76631772,EID-****-849
1737,Employee_1471,여,37,23,2016,인턴,개발,No,210,46,5,37431772,EID-****-737
3245,Employee_1472,여,36,17,2010,사원,법무,No,398,43,12,58640487,EID-****-245
4323,Employee_1473,남,33,12,2011,대리,인사,No,34,44,3,98499028,EID-****-323
4668,Employee_1474,남,31,10,2013,과장,총무,No,28,37,11,128422709,EID-****-668
4125,Employee_1475,남,36,17,2016,사원,기획,No,59,44,14,53716633,EID-****-125
3104,Employee_1476,남,38,20,2012,사원,마켓팅,No,188,50,13,62924202,EID-****-104
4272,Employee_1477,남,33,13,2010,대리,재무,No,78,57,8,101930278,EID-****-272
347,Employee_1478,여,43,25,2013,사원,개발,No,137,55,1,59766981,EID-****
3730,Employee_1479,남,38,19,2012,사원,법무,No,264,42,22,59974202,EID-****-730
1899,Employee_1480,남,34,12,2010,주임,인사,No,156,54,0,83659063,EID-****-899
4460,Employee_1481,여,47,29,2014,사원,총무,No,35,62,12,68844620,EID-****-460
2677,Employee_1482,남,37,18,2011,주임,기획,No,140,85,9,80245417,EID-****-677
3032,Employee_1483,남,39,18,2014,사원,마켓팅,No,104,46,9,70127987,EID-****-032
1401,Employee_1484,남,32,12,2012,사원,재무,No,66,45,9,69351494,EID-****-401
1238,Employee_1485,남,43,23,2011,대리,개발,Yes,153,39,11,100368126,EID-****-238
4685,Employee_1486,남,29,9,2014,인턴,영업,No,104,34,16,25240139,EID-****-685
3079,Employee_1487,남,38,19,2014,사원,법무,No,62,54,10,63699202,EID-****-079
3123,Employee_1488,남,52,34,2011,대리,인사,No,217,38,22,101095939,EID-****-123
3429,Employee_1489,남,39,23,2015,사원,총무,No,172,31,15,51002987,EID-****-429
1561,Employee_1490,여,36,31,2012,과장,기획,No,93,78,2,124453335,EID-****-561
4256,Employee_1491,남,37,16,2010,사원,개발,No,204,36,8,42720417,EID-****-256
5281,Employee_1492,남,37,16,2011,사원,마켓팅,No,237,51,12,64405417,EID-****-281
5424,Employee_1493,남,30,19,2013,대리,재무,No,330,38,6,100781772,EID-****-424
1862,Employee_1494,남,40,23,2013,사원,개발,No,97,70,3,41531772,EID-****-862
4402,Employee_1495,남,34,18,2011,사원,법무,No,305,44,13,65059063,EID-****-402
3698,Employee_1496,남,38,16,2015,인턴,인사,No,181,42,8,24574202,EID-****-698
1016,Employee_1497,여,26,7,2015,인턴,총무,No,156,32,12,24715139,EID-****-016
3616,Employee_1498,남,37,27,2015,주임,기획,No,81,40,18,90433265,EID-****-616
2148,Employee_1499,여,40,25,2011,사원,마켓팅,No,20,61,7,71548126,EID-****-148
3791,Employee_1500,여,34,21,2011,사원,재무,No,229,55,4,72195417,EID-****-791
2701,Employee_1501,여,38,24,2013,주임,개발,No,25,22,12,82623057,EID-****-701
4518,Employee_1502,남,43,33,2013,부장,법무,No,339,62,2,139993474,EID-****-518
4701,Employee_1503,남,31,12,2014,사원,인사,No,68,42,10,53097709,EID-****-701
2559,Employee_1504,남,40,19,2013,대리,총무,No,29,39,19,102556772,EID-****-559
4772,Employee_1505,남,42,24,2015,대리,기획,No,90,40,18,116189341,EID-****-772
2680,Employee_1506,남,42,20,2013,과장,마켓팅,No,90,52,14,121051841,EID-****-680
1019,Employee_1507,여,27,9,2015,사원,재무,No,180,44,8,46143924,EID-****-019
2839,Employee_1508,남,38,20,2014,사원,개발,No,300,41,18,62974202,EID-****-839
2788,Employee_1509,남,37,17,2011,대리,법무,No,44,58,12,98105417,EID-****-788
2596,Employee_1510,남,42,22,2013,과장,인사,No,44,40,3,126051841,EID-****-596
3796,Employee_1511,남,38,19,2015,사원,총무,No,74,43,6,64574202,EID-****-796
5335,Employee_1512,여,32,16,2010,사원,기획,No,138,64,1,52277848,EID-****-335
4009,Employee_1513,남,37,15,2015,대리,마켓팅,No,52,44,16,98145417,EID-****-009
14,Employee_1514,여,39,24,2011,차장,재무,No,201,45,6,134647335,EID-****
5005,Employee_1515,남,34,24,2011,주임,개발,No,455,69,15,91946911,EID-****-005
2641,Employee_1516,남,43,26,2011,과장,법무,No,28,46,13,128468126,EID-****-641
4533,Employee_1517,남,45,28,2011,주임,인사,No,590,58,7,76863196,EID-****-533
1040,Employee_1518,남,28,12,2015,주임,총무,No,49,37,24,85286354,EID-****-040
1288,Employee_1519,남,39,19,2013,사원,기획,No,153,33,12,60302987,EID-****-288
852,Employee_1520,남,34,14,2012,주임,마켓팅,No,241,52,12,97171563,EID-****
1720,Employee_1521,여,39,26,2011,주임,재무,No,120,60,0,79489341,EID-****-720
3069,Employee_1522,남,46,29,2014,대리,개발,No,60,46,21,104604481,EID-****-069
4259,Employee_1523,남,36,27,2016,주임,법무,No,107,40,10,91004481,EID-****-259
428,Employee_1524,남,32,14,2011,대리,인사,No,90,45,7,97651494,EID-****
680,Employee_1525,남,32,10,2011,대리,총무,No,37,42,9,108195244,EID-****
2074,Employee_1526,남,46,25,2016,사원,기획,No,232,32,14,58004481,EID-****-074
1519,Employee_1527,남,42,23,2011,사원,마켓팅,No,476,72,8,71064341,EID-****-519
1784,Employee_1528,남,42,23,2011,주임,재무,No,219,74,11,86826841,EID-****-784
357,Employee_1529,남,46,28,2014,주임,영업,No,26,40,4,93129481,EID-****
4000,Employee_1530,남,38,19,2011,사원,개발,No,13,57,14,76205452,EID-****-000
5125,Employee_1531,여,28,11,2014,사원,법무,No,35,45,1,63272709,EID-****-125
2419,Employee_1532,남,34,12,2016,사원,인사,No,79,25,0,70859063,EID-****-419
2194,Employee_1533,남,49,32,2011,주임,총무,No,167,45,22,96890835,EID-****-194
74,Employee_1534,남,35,14,2011,사원,기획,No,233,39,19,76547848,EID-****
1330,Employee_1535,남,49,29,2011,과장,마켓팅,No,28,71,0,121835835,EID-****-330
3725,Employee_1536,여,36,19,2015,사원,재무,No,164,39,14,59002987,EID-****-725
3237,Employee_1537,여,38,22,2014,사원,개발,No,52,27,13,73985557,EID-****-237
5186,Employee_1538,남,39,19,2010,주임,법무,No,244,73,18,85502987,EID-****-186
2726,Employee_1539,남,44,23,2016,과장,인사,No,84,45,3,125146911,EID-****-726
3227,Employee_1540,남,33,13,2012,사원,총무,No,37,42,14,65592778,EID-****-227
5366,Employee_1541,남,34,13,2010,대리,기획,No,28,47,9,111569063,EID-****-366
1324,Employee_1542,남,36,17,2012,주임,영업,Yes,377,36,0,78141633,EID-****-324
3991,Employee_1543,남,46,25,2014,주임,마켓팅,No,233,36,10,84404481,EID-****-991
2690,Employee_1544,남,41,34,2013,차장,재무,No,121,43,19,136273404,EID-****-690
1117,Employee_1545,여,33,17,2016,사원,개발,No,240,55,4,71716633,EID-****-117
2461,Employee_1546,남,38,18,2013,대리,영업,No,54,77,10,99699202,EID-****-461
323,Employee_1547,남,32,14,2010,사원,법무,Yes,364,63,10,58001494,EID-****
4236,Employee_1548,남,40,23,2016,사원,인사,No,206,29,8,49431772,EID-****-236
3805,Employee_1549,남,42,20,2016,인턴,총무,No,71,41,11,37289341,EID-****-805
3474,Employee_1550,남,41,21,2015,주임,기획,No,77,42,12,83860557,EID-****-474
4678,Employee_1551,남,30,8,2014,차장,마켓팅,No,98,48,12,131443924,EID-****-678
1069,Employee_1552,남,28,8,2015,사원,재무,No,81,27,11,75286354,EID-****-069
4370,Employee_1553,여,33,16,2011,사원,개발,No,5,46,12,65804133,EID-****-370
5280,Employee_1554,남,31,15,2013,주임,법무,No,176,73,8,87172709,EID-****-280
1536,Employee_1555,남,47,25,2011,사원,인사,No,153,42,17,56952015,EID-****-536
143,Employee_1556,여,31,15,2013,주임,총무,No,5,79,3,97359063,EID-****
518,Employee_1557,남,33,15,2011,대리,기획,No,240,69,9,113840278,EID-****
80,Employee_1558,남,51,43,2012,과장,마켓팅,No,86,25,14,129036252,EID-****
5552,Employee_1559,남,28,6,2015,사원,재무,No,47,40,15,75286354,EID-****-552
3405,Employee_1560,여,36,17,2015,주임,개발,No,18,83,4,79002987,EID-****-405
2799,Employee_1561,남,45,36,2014,대리,법무,No,32,9,23,110713544,EID-****-799
4574,Employee_1562,남,33,12,2012,사원,인사,No,238,37,7,70780278,EID-****-574
3702,Employee_1563,남,38,17,2015,사원,총무,No,205,37,7,69574202,EID-****-702
264,Employee_1564,남,32,12,2010,대리,기획,No,150,59,9,115711494,EID-****
5599,Employee_1565,여,27,17,2015,사원,영업,No,53,38,5,66143924,EID-****-599
4614,Employee_1566,남,29,8,2013,사원,마켓팅,No,205,37,13,40965139,EID-****-614
4030,Employee_1567,여,36,20,2015,인턴,재무,No,175,38,12,14002987,EID-****-030
5256,Employee_1568,여,35,17,2013,주임,영업,No,66,40,10,77824202,EID-****-256
4645,Employee_1569,여,31,15,2013,사원,영업,No,268,52,12,57359063,EID-****-645
716,Employee_1570,남,42,22,2011,사원,개발,No,287,51,5,76464341,EID-****
3835,Employee_1571,남,40,20,2015,주임,법무,No,29,40,13,97431772,EID-****-835
3344,Employee_1572,여,36,16,2014,사원,인사,No,61,38,13,56127987,EID-****-344
